group_family,group,pathway,group_unique_genes,pathway_genes,overlap,odds_ratio,pvalue,qvalue
survival,remained_fdr,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,129,95,3,4.178053830227744,0.03921458562108058,0.0881652062929122
survival,remained_fdr,HALLMARK_ESTROGEN_RESPONSE_EARLY,129,182,4,2.8868314606741574,0.055957720929544374,0.10883150454192621
survival,remained_fdr,HALLMARK_XENOBIOTIC_METABOLISM,129,192,4,2.7315744680851064,0.06547815864463692,0.12015768267431111
survival,remained_fdr,HALLMARK_UV_RESPONSE_UP,129,144,3,2.7178318135764945,0.10524172626689017,0.17033057738709995
survival,remained_fdr,HALLMARK_IL6_JAK_STAT3_SIGNALING,129,86,2,3.028121484814398,0.14742054828505605,0.23105335933138593
survival,remained_fdr,HALLMARK_G2M_CHECKPOINT,129,178,3,2.185170068027211,0.1658749975448842,0.2515127869750337
survival,remained_fdr,HALLMARK_P53_PATHWAY,129,181,3,2.147940074906367,0.17165342678328532,0.2529768716227526
survival,remained_fdr,HALLMARK_APICAL_JUNCTION,129,183,3,2.123809523809524,0.17553777499353201,0.25547015467808676
survival,remained_fdr,HALLMARK_KRAS_SIGNALING_DN,129,184,3,2.1119442252038936,0.17748926978911317,0.2571622308944484
survival,remained_fdr,HALLMARK_ALLOGRAFT_REJECTION,129,189,3,2.054531490015361,0.1873360032111842,0.2632393838226123
survival,remained_fdr,HALLMARK_MITOTIC_SPINDLE,129,189,3,2.054531490015361,0.1873360032111842,0.2632393838226123
survival,remained_fdr,HALLMARK_PI3K_AKT_MTOR_SIGNALING,129,102,2,2.5411023622047244,0.1921446296670038,0.2665495713678436
survival,remained_fdr,HALLMARK_MYOGENESIS,129,192,3,2.0215419501133787,0.19331192311300957,0.2670325717578013
survival,remained_fdr,HALLMARK_NOTCH_SIGNALING,129,32,1,4.083921370967742,0.22390955204497726,0.2979367917006636
survival,remained_fdr,HALLMARK_ANGIOGENESIS,129,36,1,3.616294642857143,0.2481414241873366,0.32100835033758623
survival,remained_fdr,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,129,41,1,3.16328125,0.2773780206413847,0.3491321804212024
survival,remained_fdr,HALLMARK_TGF_BETA_SIGNALING,129,53,1,2.4314903846153846,0.34302390295361573,0.4141696013439953
survival,remained_fdr,HALLMARK_E2F_TARGETS,129,181,2,1.4126600096775612,0.41875050638610173,0.4813155622318763
survival,remained_fdr,HALLMARK_HEME_METABOLISM,129,186,2,1.373844573776104,0.43230527004498026,0.4840064155448931
survival,remained_fdr,HALLMARK_KRAS_SIGNALING_UP,129,192,2,1.3299627020306672,0.44834902445042835,0.4921272120230291
survival,remained_fdr,HALLMARK_INFLAMMATORY_RESPONSE,129,195,2,1.309044918607972,0.4562763486112327,0.4991479518364491
survival,remained_fdr,HALLMARK_ANDROGEN_RESPONSE,129,91,1,1.4015625,0.5142986032311023,0.5515175810965111
survival,remained_fdr,HALLMARK_PEROXISOME,129,99,1,1.2865114795918366,0.5442640571265044,0.575794195527503
survival,remained_fdr,HALLMARK_BILE_ACID_METABOLISM,129,110,1,1.155891628440367,0.5824928868443946,0.5971467959473982
survival,remained_fdr,HALLMARK_ADIPOGENESIS,129,182,1,0.6929816988950276,0.7650512951547991,0.776344312234718
